School,URL,Street,City,State,CMS
Riverview School,http://rv.hccsc.k12.in.us/,2465 Waterworks Rd,Huntington,IN,schoolmessenger
Rosedale Elementary School,http://rosedale.livoniapublicschools.org/,613 E Central,Rosedale,IN,schoolmessenger
Rockville Elementary School,https://res.ncp.k12.in.us/,406 W Elm St,Rockville,IN,schoolmessenger
Rowena Kyle Elementary School,https://www.portage.k12.in.us/,2701 Hamstrom Rd,Portage,IN,schoolmessenger
Scott Elementary School,https://scott.evscschools.com/,14940 Old State Rd,Evansville,IN,schoolmessenger
Scottsburg Elementary School,http://ses.scsd2.k12.in.us/,49 N Hyland St,Scottsburg,IN,schoolmessenger
Scottsburg Middle School,http://sms.scsd2.k12.in.us/,425 S 3rd St,Scottsburg,IN,schoolmessenger
Salamonie School,http://www.hccsc.k12.in.us/,1063 E 900 S,Warren,IN,schoolmessenger
Shakamak Jr-Sr High School,https://www.shakamak.k12.in.us/,9233 Shakamak Sch Rd,Jasonville,IN,schoolmessenger
Salem High School,https://spssalemhs.salemk12.org/,700 N Harrison St,Salem,IN,schoolmessenger
Shakamak Elementary School,https://www.shakamak.k12.in.us/,9233 Shakamak Sch Rd,Jasonville,IN,schoolmessenger
South Putnam High School,http://sputnam.k12.in.us/,1780 E US Hwy 40,Greencastle,IN,schoolmessenger
South Putnam Middle School,http://sputnam.k12.in.us/,1780 E US Hwy 40,Greencastle,IN,schoolmessenger
South Side Elementary School,http://ss.eastnoble.net/,1350 S Sherman St,Kendallville,IN,schoolmessenger
South Haven Elementary School,https://sh.portage.k12.in.us/,395 W Midway Dr,Valparaiso,IN,schoolmessenger
Silver Creek Middle School,http://www.silvercreekschools.org/,495 N Indiana Ave,Sellersburg,IN,schoolmessenger
South Vermillion High School,https://www.svcs.k12.in.us/,770 W Wildcat Dr,Clinton,IN,schoolmessenger
Southside Middle School,http://sms.muncie.k12.in.us/,1601 East 26th St,Muncie,IN,schoolmessenger
Spencer Elementary School,https://spencer.middletownschools.org/,151 Hillside Ave,Spencer,IN,schoolmessenger
South View Elementary School,http://southview.muncie.k12.in.us/,2100 S Franklin,Muncie,IN,schoolmessenger
Southridge Elementary School,https://ses.highland.k12.in.us/cms/One.aspx,9221 Johnston St,Highland,IN,schoolmessenger
South Vermillion Middle School,https://www.svcs.k12.in.us/,950 W Wildcat Dr,Clinton,IN,schoolmessenger
Southwick Elementary School,https://www.eacs.k12.in.us/,6500 Wayne Trace,Fort Wayne,IN,schoolmessenger
Stockwell Elementary School,https://stockwell.evscschools.com/,2501 N Stockwell Rd,Evansville,IN,schoolmessenger
Stringtown Elementary School,https://stringtown.evscschools.com/,4720 Stringtown Rd,Evansville,IN,schoolmessenger
Tekoppel Elementary School,https://tekoppel.evscschools.com/,111 N Tekoppel Ave,Evansville,IN,schoolmessenger
Swanson Traditional School,http://swanson.sb.school/,17677 Parker Dr,South Bend,IN,schoolmessenger
Tarkington Elementary School,http://tarkington.sb.school/,3414 Hepler Rd,South Bend,IN,schoolmessenger
Summit Middle School,http://www.sacs.k12.in.us/,4509 Homestead Rd,Fort Wayne,IN,schoolmessenger
Sycamore Elementary School,http://www.kokomoschools.com/,1600 E Sycamore,Kokomo,IN,schoolmessenger
Throop Elementary School,http://www.paoli.k12.in.us/,301 Elm St,Paoli,IN,schoolmessenger
Thomas A Edison Elementary School,http://sch-ees.ss4.sharpschool.com/,7025 Madison Ave,Hammond,IN,schoolmessenger
Tri Central Middle-High School,http://www.tccs.k12.in.us/,2115 W 500 N,Sharpsville,IN,schoolmessenger
Tri Central Elementary,http://www.tccs.k12.in.us/,2115 W 500 N,Sharpsville,IN,schoolmessenger
Thompkins Middle School,https://thompkins.evscschools.com/,1300 W Mill Rd,Evansville,IN,schoolmessenger
Three Creeks Elementary School,https://www.tricreek.k12.in.us/,670 S Burr St,Lowell,IN,schoolmessenger
Thomas Miller Elementary School,https://www.lsc.k12.in.us/,700 S 4th St,Lafayette,IN,schoolmessenger
Van Duyn Elementary School,https://www.svcs.k12.in.us/,15095 S Range Line Rd,Clinton,IN,schoolmessenger
Tzouanakis Intermediate School,http://tz.greencastle.k12.in.us/,500 Linwood Dr,Greencastle,IN,schoolmessenger
Thomas Jefferson Elementary School,http://sch-jes.ss4.sharpschool.com/,6940 Northcote Ave,Hammond,IN,schoolmessenger
Vienna-Finley Elementary School,http://ves.scsd2.k12.in.us/,445 Ivan Rogers Dr,Scottsburg,IN,schoolmessenger
Vogel Elementary School,https://vogel.evscschools.com/,1500 Oak Hill Rd,Evansville,IN,schoolmessenger
Vinton Elementary School,https://www.lsc.k12.in.us/,3101 Elmwood Ave,Lafayette,IN,schoolmessenger
Wanatah School,http://wanatah.tritownship.k12.in.us/,PO Box 249,Wanatah,IN,schoolmessenger
Warren Elementary School,http://warren.sb.school/,55400 Quince Rd,South Bend,IN,schoolmessenger
Wallace Elementary School,http://kokomoschools.com/,2326 W Jefferson St,Kokomo,IN,schoolmessenger
Wayne Center Elementary School,http://wc.eastnoble.net/,1231 E Appleman Rd,Kendallville,IN,schoolmessenger
Washington High School,http://www.whs.washington.k12.mo.us/,608 E Walnut St,Washington,IN,schoolmessenger
Warren G Harding Elementary School,http://sch-hes.ss4.sharpschool.com/,3211 165th St,Hammond,IN,schoolmessenger
Washington Irving Elementary Sch,http://sch-ies.ss4.sharpschool.com/,4727 Pine Ave,Hammond,IN,schoolmessenger
Wallace Aylesworth Elementary,https://www.portage.k12.in.us/,5910 Central Ave,Portage,IN,schoolmessenger
Washington High School,http://www.sb.school/,4747 W Washington Ave,South Bend,IN,schoolmessenger
Washington Middle School,https://washington.evscschools.com/,1801 Washington Ave,Evansville,IN,schoolmessenger
West View Elementary School,http://www.muncie.k12.in.us/,3401 W Gilbert St,Muncie,IN,schoolmessenger
West Terrace Elementary School,https://westterrace.evscschools.com/,8000 W Terrace Dr,Evansville,IN,schoolmessenger
Whispering Meadow Elementary Sch,http://www.sacs.k12.in.us/,415 Mission Hill Dr,Fort Wayne,IN,schoolmessenger
White River Valley Middle School,http://wrv.k12.in.us/,2926 S SR 67,Lyons,IN,schoolmessenger
West Newton Elementary School,https://wnes.newtoncountyschools.org/,7529 Mooresville Rd,West Newton,IN,schoolmessenger
White River Valley High School,http://hs.wrv.k12.in.us/,Hwy 54 PO Box 1470,Switz City,IN,schoolmessenger
Wolcott Mills Elementary School,http://www.lakeland.k12.in.us/,108 Meyers Street,Wolcottville,IN,schoolmessenger
White River Valley Elementary Sch,http://wrv.k12.in.us/,484 W Main St,Worthington,IN,schoolmessenger
Willowcreek Middle School,https://www.portage.k12.in.us/,5962 Central Ave,Portage,IN,schoolmessenger
William Fegely Middle School,https://fe.portage.k12.in.us/,5384 Stone Ave,Portage,IN,schoolmessenger
William Henry Harrison High School,https://harrison.evscschools.com/,211 Fielding Rd,Evansville,IN,schoolmessenger
Woodside Middle School,http://www.sacs.k12.in.us/,"2310 W Hamilton Rd, South",Fort Wayne,IN,schoolmessenger
Woodlan Elementary School,https://wes.eacs.k12.in.us/,17117 Woodburn Road,Woodburn,IN,schoolmessenger
Woodlan Jr/Sr High School,https://whs.eacs.k12.in.us/,17215 Woodburn Rd,Woodburn,IN,schoolmessenger
Brandywine Elementary School,http://www.newpal.k12.in.us/,413 E 400 S,Greenfield,IN,schoolpointe
Cannelton Elementary & High School,http://www.cannelton.k12.in.us/,109 S 3rd Street,Cannelton,IN,schoolpointe
Celestine Elementary School,https://www.nedubois.k12.in.us/,6748 E Main Cross St POB 125,Celestine,IN,schoolpointe
Cedar Crest Intermediate School,https://www.sedubois.k12.in.us/,4770 S State Rd 162,Huntingburg,IN,schoolpointe
Carmel Elementary School,https://www.cherokeek12.net/carmeles,101 4th Ave SE,Carmel,IN,schoolpointe
Burris Elementary School,http://www.mitchell.k12.in.us/3/Home,1755 Hancock Ave,Mitchell,IN,schoolpointe
Central Elementary School,http://www.pike.k12.in.us/8/home,7001 Zionsville Rd,Indianapolis,IN,schoolpointe
Cloverdale Elementary School,http://www.cloverdalecowboys.org/,311 E Logan St,Cloverdale,IN,schoolpointe
Churubusco Jr-Sr High School,http://www.sgcs.k12.in.us/,1 Eagle Dr,Churubusco,IN,schoolpointe
Clay City Elementary School,http://www.powell.k12.ky.us/school_home.aspx?schoolid=4,681 N Lankford St,Clay City,IN,schoolpointe
Churubusco Elementary School,http://www.sgcs.k12.in.us/2/home,3 Eagle Dr,Churubusco,IN,schoolpointe
Deer Run Elementary,http://www.pike.k12.in.us/,5401 N High School Rd,Indianapolis,IN,schoolpointe
College Park Elementary School,http://www.pike.k12.in.us/,2811 Barnard Street,Indianapolis,IN,schoolpointe
Eagle Creek Elementary School,http://www.pike.k12.in.us/,6905 W 46th St,Indianapolis,IN,schoolpointe
DeMotte Elementary School,http://www.kv.k12.in.us/5/Home,PO Box 340 - 1000 S Halleck,DeMotte,IN,schoolpointe
Early Childhood Center,http://www.ketteringschools.org/13/Home,504 S First St,Van Buren,IN,schoolpointe
Eastern Hancock High School,http://www.easternhancock.org/,10320 E 250 N,Charlottesville,IN,schoolpointe
Eastern Hancock Middle School,http://www.easternhancock.org/,10380 E 250 N,Charlottesville,IN,schoolpointe
Eastbrook Elementary School,http://www.pike.k12.in.us/12/home,7625 New Augusta Rd,Indianapolis,IN,schoolpointe
Eastern Hancock Elementary School,http://www.easternhancock.org/3/home,10450 E 250 N,Charlottesville,IN,schoolpointe
Eminence Elementary School,http://www.eminence.k12.ky.us/,PO Box 105 6760 N SR 42,Eminence,IN,schoolpointe
Ferdinand Elementary School,https://www.sedubois.k12.in.us/,402 E 8th St,Ferdinand,IN,schoolpointe
Forest Park Jr-Sr High School,https://www.sedubois.k12.in.us/school_home.aspx?schoolid=1,432 E 15th St,FERDINAND,IN,schoolpointe
Fifth Street Elementary School,http://www.gjcs.k12.in.us/,401 W 5th St,Jasper,IN,schoolpointe
Fishback Creek Public Academy,http://www.pike.k12.in.us/1/home,8301 W 86th St,Indianapolis,IN,schoolpointe
Fortville Elementary School,http://www.mvcsc.k12.in.us/school_home.aspx?schoolId=5,8414 N 200 W,Fortville,IN,schoolpointe
Guion Creek Middle School,http://www.pike.k12.in.us/,4401 W 52nd St,Indianapolis,IN,schoolpointe
Guion Creek Elementary School,http://www.pike.k12.in.us/13/home,4301 W 52nd St,Indianapolis,IN,schoolpointe
Hatfield Elementary School,http://www.mitchell.k12.in.us/,1081 Teke Burton Dr,Mitchell,IN,schoolpointe
Hebron Middle School,https://www.bullittschools.org/7/Home,307 S Main St,Hebron,IN,schoolpointe
Huntingburg Elementary School,http://www.swdubois.k12.in.us/,501 W Sunset Dr,Huntingburg,IN,schoolpointe
Ireland Elementary School,http://www.gjcs.k12.in.us/,2386 N 500 W PO Box 95,Ireland,IN,schoolpointe
Jasper High School,http://www.gjcs.k12.in.us/1/Home,1600 St Charles St,Jasper,IN,schoolpointe
Jasper Middle School,http://www.gjcs.k12.in.us/2/Home,3600 Portersville Rd,Jasper,IN,schoolpointe
Kankakee Valley High School,http://www.kv.k12.in.us/,3923 W SR 10,Wheatfield,IN,schoolpointe
Kankakee Valley Intermediate Sch,http://www.kv.k12.in.us/,12345 N 550 W,Wheatfield,IN,schoolpointe
Kankakee Valley Middle School,http://www.kv.k12.in.us/,5258 W SR 10,Wheatfield,IN,schoolpointe
Loogootee Middle School,https://www.loogootee.k12.in.us/2/Home,201 Brooks Ave,Loogootee,IN,schoolpointe
Loogootee Elementary School,https://www.loogootee.k12.in.us/,101 Costello Dr,Loogootee,IN,schoolpointe
Loogootee High School,https://www.loogootee.k12.in.us/,201 Brooks Ave,Loogootee,IN,schoolpointe
Lincoln Middle School,http://www.pike.k12.in.us/,5353 W 71st St,Indianapolis,IN,schoolpointe
Marian High School,http://www.marianhs.org/,1311 S Logan St,Mishawaka,IN,schoolpointe
McCordsville Elementary School,http://www.mvcsc.k12.in.us/school_home.aspx?schoolId=5,7177 N 600 W,McCordsville,IN,schoolpointe
Mt Vernon Middle School,https://www.mvcsc.k12.in.us/,1862 W SR 234,Fortville,IN,schoolpointe
Mt Comfort Elementary School,http://www.mvcsc.k12.in.us/school_home.aspx?schoolId=5,5694 W 300 N,Greenfield,IN,schoolpointe
Mitchell Jr High School,http://www.mitchell.k12.in.us/,1010 Bishop Blvd,Mitchell,IN,schoolpointe
Mt Vernon Early Learning Academy,https://www.mvcsc.k12.in.us/preschool/Content2/472,1806 W SR 234,Fortville,IN,schoolpointe
New Palestine Jr High School,http://www.nphs.newpal.k12.in.us/,PO Box 478,New Palestine,IN,schoolpointe
New Palestine High School,http://www.nphs.newpal.k12.in.us/,PO Box 448,New Palestine,IN,schoolpointe
New Palestine Intermediate School,http://www.newpal.k12.in.us/1/Home,5613 W 200 South,New Palestine,IN,schoolpointe
Morgan Elementary School,http://www.nhcs.k12.in.us/,12225 Old SR 135 NE,Palmyra,IN,schoolpointe
New Augusta Public Academy - South,http://www.pike.k12.in.us/,6250 Rodebaugh Rd,Indianapolis,IN,schoolpointe
New Palestine Elementary School,http://www.newpal.k12.in.us/,PO Box 538,New Palestine,IN,schoolpointe
Mt Vernon High School,http://www.mvcsc.k12.in.us/school_home.aspx?schoolId=1,8112 N 200 W,Fortville,IN,schoolpointe
New Augusta Public Academy - North,http://www.pike.k12.in.us/NEWAUGUSTANORTHCAMPUS/home,6450 Rodebaugh Rd,Indianapolis,IN,schoolpointe
Northeast Dubois High School,https://www.nedubois.k12.in.us/,4711 N Dubois Rd NE,Dubois,IN,schoolpointe
North Harrison High School,http://www.nhcs.k12.in.us/,1070 Hwy 64 NW,Ramsey,IN,schoolpointe
North Harrison Middle School,http://www.nhcs.k12.in.us/,1180 Hwy 64 NW,Ramsey,IN,schoolpointe
North Harrison Elementary School,http://www.nhcs.k12.in.us/,1115 W Whiskey Run Rd NW,Ramsey,IN,schoolpointe
Pike High School,http://www.pike.k12.in.us/,5401 W 71st St,Indianapolis,IN,schoolpointe
Pine Ridge Elementary School,https://www.sedubois.k12.in.us/,4613 S Pine Ridge Rd,Birdseye,IN,schoolpointe
Snacks Crossing Elementary School,http://www.pike.k12.in.us/,5455 W 56th St,Indianapolis,IN,schoolpointe
Southridge Middle School,http://www.swdubois.k12.in.us/,1112 S Main St,Huntingburg,IN,schoolpointe
Southridge High School,http://www.swdubois.k12.in.us/,1110 S Main St,Huntingburg,IN,schoolpointe
Sugar Creek Elementary Sch,http://www.newpal.k12.in.us/,PO Box 558,New Palestine,IN,schoolpointe
Tell City Jr-Sr High School,http://www.tellcity.k12.in.us/,900 12th St,Tell City,IN,schoolpointe
Tenth Street School,http://www.gjcs.k12.in.us/,328 W 10th St,Jasper,IN,schoolpointe
Suncrest Elementary School,https://ses.mono.k12.wv.us/,1608 W Kyger St,Frankfort,IN,schoolpointe
West Noble Elementary School,https://www.westnoble.k12.in.us/,5294 N US 33,Ligonier,IN,schoolpointe
West Noble Middle School,https://www.westnoble.k12.in.us/,5194 N US 33,Ligonier,IN,schoolpointe
West Noble High School,https://www.westnoble.k12.in.us/,5094 N US 33,Ligonier,IN,schoolpointe
West Noble Primary School,https://www.westnoble.k12.in.us/,500 W Union St,Ligonier,IN,schoolpointe
William Tell Elementary School,http://www.tellcity.k12.in.us/school_home.aspx?schoolid=2,1235 31st St,Tell City,IN,schoolpointe
Blackford High School,https://www.bcs.k12.in.us/,2392 N SR 3 N,Hartford City,IN,schoolwebmasters
Blackford Junior High School,https://www.bcs.k12.in.us/,800 W Van Cleve St,Hartford City,IN,schoolwebmasters
Brush Creek Elementary School,https://www.jcsc.org/,4275 E US Hwy 50,North Vernon,IN,schoolwebmasters
Dubois Middle School,https://ms.dubois.school/,4550 N Fourth St,Dubois,IN,schoolwebmasters
Graham Creek Elementary School,https://www.jcsc.org/,7910 S CR 90 W,Commiskey,IN,schoolwebmasters
Grant County Special Ed Coop,http://www.olemiss.k12.in.us/,426 E S 'A' St,Gas City,IN,schoolwebmasters
Jennings County High School,https://jchs.jcsc.org/,800 W Walnut,North Vernon,IN,schoolwebmasters
Jennings County Middle School,https://ms.jcsc.org/,820 W Walnut,North Vernon,IN,schoolwebmasters
Madison-Grant Jr./Sr. High School,http://www.mgusc.k12.in.us/,11700 S/E 00 W,Fairmount,IN,schoolwebmasters
Morristown Elementary School,https://www.morristowneld75.org/,PO Box 910 - 307 W Main St,Morristown,IN,schoolwebmasters
Mississinewa High School,http://mhs.olemiss.k12.in.us/,1 Indian Trl,Gas City,IN,schoolwebmasters
North Vernon Elementary School,https://nve.jcsc.org/,810 W Walnut,North Vernon,IN,schoolwebmasters
North Decatur Elementary School,https://ndes.decaturco.k12.in.us/,3300 N SR 3,Greensburg,IN,schoolwebmasters
North Decatur Jr-Sr High School,https://ndhs.decaturco.k12.in.us/,3172 N SR 3,Greensburg,IN,schoolwebmasters
North Side Elementary School,http://northside.bcs.k12.in.us/,400 E McDonald,Hartford City,IN,schoolwebmasters
Northview Elementary School,http://www.olemiss.k12.in.us/,725 E North 'H' St,Gas City,IN,schoolwebmasters
R J Baskett Middle School,http://mhs.olemiss.k12.in.us/,125 N Broadway St,Gas City,IN,schoolwebmasters
Scipio Elementary School,https://www.jcsc.org/,6320 N Hwy 7,Scipio,IN,schoolwebmasters
Sand Creek Elementary School,https://www.jcsc.org/,1450 W CR 500 N,North Vernon,IN,schoolwebmasters
South Decatur Jr-Sr High School,https://sdhs.decaturco.k12.in.us/,8885 S SR 3,Greensburg,IN,schoolwebmasters
South Decatur Elementary School,https://www.decaturco.k12.in.us/,9302 S CR 420 W,Greensburg,IN,schoolwebmasters
Southside Elementary School,https://www.bcs.k12.in.us/,1515 S Monroe St,Hartford City,IN,schoolwebmasters
Summitville School,http://summitville.mgusc.k12.in.us/,405 E Mill St,Summitville,IN,schoolwebmasters
Westview Elementary School,http://westview.olemiss.k12.in.us/,709 W 6th St,Jonesboro,IN,schoolwebmasters
Bristol Elementary School,http://www.besvt.org/,705 Indiana Ave,Bristol,IN,sites_google
Charter School of the Dunes,https://www.csdunes.org/,7300 East Melton Rd,Gary,IN,sites_google
Christian Academy of Madison,http://www.camdefenders.com/,477 W Hutchinson Ln,Madison,IN,sites_google
Nativity of Our Savior School,https://sites.google.com/nativityofoursavior.net/new,2929 Willowcreek Rd,Portage,IN,sites_google
North Webster Elementary School,http://www.wawasee.k12.in.us/,5745 N 750 E,North Webster,IN,sites_google
Oak Hill High School,http://www.ohusc.k12.in.us/Index2.htm,7756 W Delphi Pk-27,Converse,IN,sites_google
Oak Hill Junior High School,http://www.ohusc.k12.in.us/Index2.htm,7760 W Delphi Pk-27,Converse,IN,sites_google
Small World Learning Center,http://www.smallworldlearningcenter.org/home/contact-us,PO Box 3003,Terre Haute,IN,sites_google
